SYMBOL	ENTREZID	ENSEMBL	log2FoldChange	pvalue	padj	stat
COPS5	10987	ENSG00000121022	-0.0739123265220379	0.567368642458686	0.884929044190143	-0.57193111639529
COPS6	10980	ENSG00000168090	0.131336435487517	0.236993487903899	0.689943607908731	1.18253499630393
COPS7A	50813	ENSG00000111652	0.0831464409767545	0.490577429102192	0.850008292452194	0.689390708259202
COPS7B	64708	ENSG00000144524	0.102233665481307	0.429311150983624	0.820431288917123	0.790370969670517
COPS8	10920	ENSG00000198612	-0.0691017768570956	0.583779478350092	0.890417995124349	-0.547872462573317
COPZ1	22818	ENSG00000111481	-0.0569195187073797	0.590576648073567	0.892673308169154	-0.538000580142203
COPZ2	51226	ENSG00000005243	-0.0396006549779515	0.896484206740576	0.977052519479618	-0.130103922568317
COQ10A	93058	ENSG00000135469	-0.449557857897279	0.233583235272747	0.689392216178538	-1.19117922030282
COQ10B	80219	ENSG00000115520	-0.00523745459211421	0.977285963308805	0.99405257554809	-0.0284716695261018
COQ2	27235	ENSG00000173085	-0.245421745761988	0.190999734500592	0.642680560035264	-1.3076273533687
COQ3	51805	ENSG00000132423	-0.0873804860648513	0.654984695674858	0.910844023879827	-0.446848160246957
COQ4	51117	ENSG00000167113	-0.0594485447392541	0.771418585021098	0.946023110202282	-0.29051982669854
COQ5	84274	ENSG00000110871	-0.220829053007276	0.165594614397039	0.609932321745517	-1.38649890503045
COQ6	51004	ENSG00000119723	0.0274407496844825	0.880642959709614	0.972121433285509	0.150154199406404
COQ7	10229	ENSG00000167186	-0.146394823654773	0.443053831688206	0.825449820625274	-0.767046562826024
COQ9	57017	ENSG00000088682	0.0357269693273004	0.749629302212155	0.938907283846752	0.319128197462578
CORIN	10699	ENSG00000145244	0.16635630272784	0.847180163070341	NA	0.192717569305196
CORO1A	11151	ENSG00000102879	0.747577188105245	0.0027786548822078	0.0700326105500988	2.99121971539574
CORO1B	57175	ENSG00000172725	0.164052965817633	0.351197915038996	0.780599723168566	0.932268243575534
CORO1C	23603	ENSG00000110880	0.0716640794357409	0.452175397727737	0.828591309525559	0.751793256923716
CORO2A	7464	ENSG00000106789	0.255428333558997	0.0126311402813363	0.179672702304254	2.49400320815649
CORO2B	10391	ENSG00000103647	0.0729062904779252	0.902025375741387	NA	0.123103201997356
CORO6	84940	ENSG00000167549	0.0965672622016105	0.696738615417043	0.920061844946994	0.389726747910223
CORO7	79585	ENSG00000262246	-0.504496427293609	0.305639094436245	0.748775212569253	-1.0244154353839
CORO7-PAM16	100529144	ENSG00000103426	NA	NA	NA	NA
CORT	1325	ENSG00000241563	-1.11841061265629	0.784016624778764	NA	-0.274088482366288
COTL1	23406	ENSG00000103187	0.256226388239971	0.00893059269055004	0.147983868105703	2.61469973643679
COX10	1352	ENSG00000006695	-0.138102287459621	0.461833919535261	0.834933925959091	-0.73583039766445
COX11	1353	ENSG00000166260	0.067557019849114	0.771549298530851	0.946023110202282	0.290348944332857
COX14	84987	ENSG00000178449	-0.174150284299586	0.282145889976715	0.72799976204438	-1.07551126833251
COX15	1355	ENSG00000014919	-0.138288323286144	0.255735229348547	0.702433199391694	-1.13652901513878
COX16	51241	ENSG00000133983	-0.431983744252694	0.307606111110966	0.749867909297588	-1.02025801191074
COX17	10063	ENSG00000138495	0.282060489732666	0.0394679756465666	0.343362801908528	2.05927423056037
COX18	285521	ENSG00000163626	-0.286857465846538	0.126456011638205	0.548280727005257	-1.52822770790033
COX19	90639	ENSG00000240230	0.0684572690982153	0.603420960770432	0.895909941765834	0.519487308849134
COX20	116228	ENSG00000203667	-0.178955903900027	0.159724321832087	0.603464329802599	-1.40599933637332
COX4I1	1327	ENSG00000131143	0.209737709243191	0.019208486112192	0.229526103474071	2.34145996171509
COX4I2	84701	ENSG00000131055	NA	NA	NA	NA
COX5A	9377	ENSG00000178741	-0.107187178095878	0.407356556142756	0.811286762867532	-0.828554477808428
COX5B	1329	ENSG00000135940	-0.0620307891616026	0.603216390598762	0.895909941765834	-0.519780760289266
COX6A1	1337	ENSG00000111775	0.120074131310823	0.377012954468307	0.798609390566254	0.883413398025797
COX6A2	1339	ENSG00000156885	NA	NA	NA	NA
COX6B1	1340	ENSG00000126267	-0.0660500592325732	0.471760149478686	0.841717208996996	-0.719618124676168
COX6B2	125965	ENSG00000160471	0.0634496425345625	0.886385029158617	0.973627650138795	0.142879905069731
COX6C	1345	ENSG00000164919	0.116617066590122	0.32306533817683	0.763640561073177	0.988178290933245
COX7A1	1346	ENSG00000161281	-0.270077790699645	0.706747064033593	NA	-0.376228453328364
COX7A2	1347	ENSG00000112695	-0.274668985271907	0.054940007799315	0.396288846840824	-1.91935036677528
COX7A2L	9167	ENSG00000115944	-0.113830517478072	0.293639999565953	0.737631630000302	-1.05016991349185
COX7B	1349	ENSG00000131174	-0.0306306304794512	0.786472481683675	0.949990974905261	-0.270894101638999
COX7B2	170712	ENSG00000170516	NA	NA	NA	NA
COX7C	1350	ENSG00000127184	-0.165324472848917	0.113652520363842	0.530120365519054	-1.58198707832295
COX8A	1351	ENSG00000176340	-0.120798052232633	0.375776614871899	0.798192643168939	-0.88570481153676
COX8C	341947	ENSG00000187581	NA	NA	NA	NA
CP	1356	ENSG00000047457	-0.00734033327253461	0.974279249798406	0.99405257554809	-0.0322417650336847
CPA1	1357	ENSG00000091704	NA	NA	NA	NA
CPA2	1358	ENSG00000158516	-3.7254346533384	0.0835256015634767	NA	-1.73058616184814
CPA3	1359	ENSG00000163751	NA	NA	NA	NA
CPA4	51200	ENSG00000128510	-0.498037405997904	2.30283737120066e-07	2.24610893839791e-05	-5.173065908897
CPA5	93979	ENSG00000158525	0.260459045258238	0.847161809748028	NA	0.192741002983986
CPA6	57094	ENSG00000165078	0.0916158930841515	0.892593794948365	NA	0.135022866606558
CPAMD8	27151	ENSG00000160111	1.31211742877058	0.12065984723643	NA	1.55200993164276
CPB1	1360	ENSG00000153002	NA	NA	NA	NA
CPB2	1361	ENSG00000080618	-2.64793914071024	0.378848345489477	NA	-0.880020239239486
CPB2-AS1	100509894	ENSG00000235903	-1.46248092897254	0.305350826050007	NA	-1.02502619879677
CPD	1362	ENSG00000108582	-0.333155511973735	0.00395762993897245	0.0876008973761115	-2.88151930193221
CPE	1363	ENSG00000109472	-0.36915924698143	0.0229996492955223	0.25390718246588	-2.27344047640983
CPEB1	64506	ENSG00000214575	1.20288093935691	0.766551022253284	NA	0.29688930416985
CPEB2	132864	ENSG00000137449	0.097214419254438	0.6148943789272	0.899379500420908	0.503099413673808
CPEB3	22849	ENSG00000107864	-0.459820525866731	0.276419990822787	0.723531171160549	-1.08839676012611
CPEB4	80315	ENSG00000113742	-0.1310562323662	0.272202895349549	0.72017294561491	-1.09800365024111
CPED1	79974	ENSG00000106034	-0.496144212846134	0.826784546404437	NA	-0.218827342990317
CPLX1	10815	ENSG00000168993	0.0318506981070946	0.973340821048145	NA	0.0334185451282113
CPLX2	10814	ENSG00000145920	2.55048070969331	0.153358950269418	NA	1.4277669441759
CPLX3	594855	ENSG00000213578	-0.253030876529318	0.948309887191076	NA	-0.0648293317712519
CPLX4	339302	ENSG00000166569	NA	NA	NA	NA
CPM	1368	ENSG00000135678	-0.118223922946253	0.580787378364582	0.888738032938762	-0.552234969730737
CPN1	1369	ENSG00000120054	0.0394094006898763	0.990663066447339	NA	0.0117023779135286
CPN2	1370	ENSG00000178772	NA	NA	NA	NA
CPNE1	8904	ENSG00000214078	0.0954105173088775	0.342160638046426	0.777379256289089	0.949904779538699
CPNE2	221184	ENSG00000140848	0.170876512975466	0.249233914910014	0.696129340349754	1.15221212864573
CPNE3	8895	ENSG00000085719	-0.229650115728543	0.0656995327049805	0.426114318914532	-1.84046817325326
CPNE4	131034	ENSG00000196353	0.0919331053372753	0.83175105876181	0.960673449979179	0.212456310653149
CPNE5	57699	ENSG00000124772	1.59791317381478	0.339302751361399	NA	0.955543830069968
CPNE6	9362	ENSG00000100884	NA	NA	NA	NA
CPNE7	27132	ENSG00000178773	0.318079100066974	0.167839623792052	0.613706786538631	1.37917882919333
CPNE8	144402	ENSG00000139117	-0.211959117210441	0.203676198512932	0.654743663869143	-1.27114744689339
CPNE9	151835	ENSG00000144550	-1.11841061265629	0.784016624778764	NA	-0.274088482366288
CPO	130749	ENSG00000144410	-2.08391324999721	0.334872405654729	NA	-0.964346159737115
CPOX	1371	ENSG00000080819	-0.108491250439411	0.410240260611911	0.811286762867532	-0.823470896901527
CPPED1	55313	ENSG00000103381	0.250361376228793	0.0824207582194836	0.469936794075806	1.73680974598244
CPQ	10404	ENSG00000104324	-0.29375485807523	0.277002603150455	0.724247899255863	-1.08707740372322
CPS1	1373	ENSG00000021826	-0.0372949881794622	0.772956966533109	0.946023110202282	-0.288509229612846
CPS1-IT1	29034	ENSG00000280837	NA	NA	NA	NA
CPSF1	29894	ENSG00000071894	0.190016155326337	0.23729938030061	0.689943607908731	1.18176393844113
CPSF2	53981	ENSG00000165934	-0.109242634714769	0.281751530623042	0.72799976204438	-1.07639300231651
CPSF3	51692	ENSG00000119203	-0.0687801696348158	0.588385648826203	0.891310993449799	-0.541176913106358
CPSF4	10898	ENSG00000160917	-0.105228809757541	0.49637760215357	0.852425149303804	-0.680200363611447
CPSF4L	642843	ENSG00000187959	-0.345052136403957	0.814304295390825	NA	-0.234876879146738
CPSF6	11052	ENSG00000111605	0.0445009781925983	0.68477765955809	0.917293164550961	0.405952285461123
CPSF7	79869	ENSG00000149532	0.0498163535169268	0.601375063461664	0.895838595602458	0.52242412343163
CPT1A	1374	ENSG00000110090	-0.304311512013505	0.0120042598981025	0.173931287436638	-2.51201907766864
CPT1B	1375	ENSG00000205560	0.333181267223833	0.820989943637048	NA	0.226271911018456
CPT1C	126129	ENSG00000169169	-0.411226098176058	0.616116646333627	NA	-0.501361619042267
CPT2	1376	ENSG00000157184	-0.213049926418507	0.089546636249811	0.48174542671608	-1.69779406618062
CPVL	54504	ENSG00000106066	-0.898991120216603	0.203712766541886	NA	-1.27104464453812
CPXCR1	53336	ENSG00000147183	0.707947378463969	0.861735799635721	NA	0.174164989092155
CPXM1	56265	ENSG00000088882	NA	NA	NA	NA
CPXM2	119587	ENSG00000121898	-0.713946325491809	0.627112540998586	NA	-0.48579496995319
CPZ	8532	ENSG00000109625	2.7195443941266	0.185001202897314	NA	1.3255125705769
CR1	1378	ENSG00000203710	-0.259719555148271	0.907106866942721	NA	-0.116688546365651
CR1L	1379	ENSG00000197721	NA	NA	NA	NA
CR2	1380	ENSG00000117322	NA	NA	NA	NA
CRABP1	1381	ENSG00000166426	NA	NA	NA	NA
CRABP2	1382	ENSG00000143320	0.142790728695807	0.123236747582393	0.545360110935437	1.54132894542891
CRADD	8738	ENSG00000169372	-0.118024686693457	0.693337931542308	0.919697397056634	-0.394329303154089
CRAT	1384	ENSG00000095321	0.00456390330011212	0.974022274437213	0.99405257554809	0.0325640050112481
CRB1	23418	ENSG00000134376	-0.349916418857781	0.865031138924934	NA	-0.169973294491673
CRB2	286204	ENSG00000148204	NA	NA	NA	NA
CRB3	92359	ENSG00000130545	0.268498134490391	0.211003564174443	0.665304731779253	1.25081066154874
CRBN	51185	ENSG00000113851	-0.211681777622311	0.158972539118607	0.603160516067655	-1.40853557974192
CRCP	27297	ENSG00000241258	0.207081645295696	0.0728352781040225	0.448058546214964	1.79386149835994
CRCT1	54544	ENSG00000169509	0.979034633710046	7.80306129081137e-05	0.0040525249483058	3.95036956687774
CREB1	1385	ENSG00000118260	-0.0762966550032012	0.600592309569477	0.895838595602458	-0.523548930918701
CREB3	10488	ENSG00000107175	0.13787302443874	0.221315737650072	0.677791005950895	1.22303695782921
CREB3L1	90993	ENSG00000157613	0.0171047120308738	0.9752280825726	0.99405257554809	0.0310519837852898
CREB3L2	64764	ENSG00000182158	-0.0557418933465716	0.555215247444794	0.879963205218275	-0.589963310407116
CREB3L3	84699	ENSG00000060566	0.707947378463969	0.861735799635721	NA	0.174164989092155
CREB3L4	148327	ENSG00000143578	0.267316489279791	0.344754503041173	0.77816514976976	0.94481270765659
CREB5	9586	ENSG00000146592	0.410338264433288	0.207388834832426	0.660484165512243	1.26077802060283
CREBBP	1387	ENSG00000005339	-0.113787590153016	0.257900661924793	0.705252331910155	-1.13136698358654
CREBL2	1389	ENSG00000111269	-0.30840552135574	0.0340177826236949	0.315580071327302	-2.11986084087387
CREBRF	153222	ENSG00000164463	-0.480047412099466	0.0290841893705502	0.290769183232076	-2.18234351982551
CREBZF	58487	ENSG00000137504	-0.125141997358535	0.365355845738838	0.789903420675588	-0.905206789315315
CREG1	8804	ENSG00000143162	-0.369155380206948	0.00209304627271009	0.0568105794880158	-3.07670172335019
CREG2	200407	ENSG00000175874	-0.878527557814668	0.000964842812908855	0.0318876562712604	-3.30058267644261
CRELD1	78987	ENSG00000163703	0.0823606178914692	0.529237082829108	0.869612253537696	0.629171045029645
CRELD2	79174	ENSG00000184164	0.102281389372814	0.543142232048905	0.874241107344907	0.608068215141378
CREM	1390	ENSG00000095794	0.0695773687715598	0.740086447443255	0.936523317832939	0.331738869621218
CRH	1392	ENSG00000147571	NA	NA	NA	NA
CRHBP	1393	ENSG00000145708	NA	NA	NA	NA
CRHR1	1394	ENSG00000120088	-1.1184106126563	0.784016624778764	NA	-0.274088482366288
CRHR2	1395	ENSG00000106113	NA	NA	NA	NA
CRIM1	51232	ENSG00000150938	-0.105250450526309	0.299187253852326	0.742286443753871	-1.03817786923336
CRIP1	1396	ENSG00000213145	0.128261137953894	0.773594671828502	0.946023110202282	0.287676119075839
CRIP2	1397	ENSG00000182809	-0.147932031380558	0.509104964407323	0.860547432599275	-0.660231993032531
CRIP3	401262	ENSG00000146215	1.02522954640496	0.800442915054889	NA	0.252773929225034
CRIPT	9419	ENSG00000119878	-0.194966125902765	0.600366322715761	0.895838595602458	-0.523873794381535
CRISP1	167	ENSG00000124812	NA	NA	NA	NA
CRISP2	7180	ENSG00000124490	NA	NA	NA	NA
CRISP3	10321	ENSG00000096006	-2.19883615993049	0.339396603371324	NA	-0.955358163239141
CRISPLD1	83690	ENSG00000121005	-0.34317018597486	0.267164071455384	0.715439144029071	-1.10961707205968
CRISPLD2	83716	ENSG00000103196	-0.0840352020815164	0.912346583955383	NA	-0.110079174701485
CRK	1398	ENSG00000167193	-0.0347027831739995	0.731167617978796	0.93307285532301	-0.343572753811534
CRKL	1399	ENSG00000099942	0.0559006413350586	0.537100982086524	0.871852234073979	0.617202780317566
CRLF1	9244	ENSG00000006016	0.232225931227212	0.808929201851337	NA	0.241807661745447
CRLF2	64109	ENSG00000205755	NA	NA	NA	NA
CRLF3	51379	ENSG00000176390	0.316449403728956	0.0618810585970229	0.417071382016002	1.86714702814397
CRLS1	54675	ENSG00000088766	-0.394832185543777	0.135312927976572	0.566218764190767	-1.49347486846453
CRMP1	1400	ENSG00000072832	0.410048514291058	0.706961595196747	NA	0.375939875154597
CRNDE	643911	NA	0.0946645883817561	0.841733537436257	0.962807860091058	0.19967657222402
CRNKL1	51340	ENSG00000101343	-0.317206408222451	0.0284249627292752	0.286807634872258	-2.19137090593041
CRNN	49860	ENSG00000143536	0.284988881226018	0.509011085825611	0.860547432599275	0.660378312894989
CROCC	9696	ENSG00000058453	0.0482338738100946	0.836361813076348	0.961377027856917	0.206549358838925
CROCCP2	84809	ENSG00000215908	-0.0405049963186026	0.882340875160884	0.97226932887915	-0.148002398753856
CROCCP3	114819	ENSG00000080947	-0.248148816987403	0.559269106866815	0.882835720405418	-0.583927475640223
CROT	54677	ENSG00000005469	-0.106571971545978	0.423041236157275	0.818270134578602	-0.80115617948324
CRP	1401	ENSG00000132693	NA	NA	NA	NA
CRSP8P	441089	NA	-0.518595874250994	0.857423526602927	NA	-0.179654868455933
CRTAC1	55118	ENSG00000095713	-1.11841061265629	0.784016624778764	NA	-0.274088482366288
CRTAM	56253	ENSG00000109943	-0.910242779098609	0.676067365257243	NA	-0.417835538660317
CRTAP	10491	ENSG00000170275	-0.0779436420269323	0.37860035412825	0.799800748102942	-0.880478118064391
CRTC1	23373	ENSG00000105662	-0.180015182001916	0.442347509820966	0.825446345471982	-0.768235123867068
CRTC2	200186	ENSG00000160741	0.119957403503052	0.305616881823404	0.748775212569253	1.02446248436534
CRTC3	64784	ENSG00000140577	0.0629049172776484	0.693561689910645	0.919697397056634	0.394026208191511
CRX	1406	ENSG00000105392	NA	NA	NA	NA
CRY1	1407	ENSG00000008405	0.275521381078668	0.186658021848049	0.636861094120997	1.32053031401091
CRY2	1408	ENSG00000121671	-0.055660022144542	0.737329614514432	0.93464663941506	-0.335391718144989
CRYAA	1409	ENSG00000160202	NA	NA	NA	NA
CRYAB	1410	ENSG00000109846	-0.344963780250438	0.0694410573653299	0.437544309460012	-1.81553939638428
CRYBA1	1411	ENSG00000108255	NA	NA	NA	NA
CRYBA2	1412	ENSG00000163499	1.20288093935691	0.766551022253284	NA	0.29688930416985
CRYBA4	1413	ENSG00000196431	NA	NA	NA	NA
CRYBB1	1414	ENSG00000100122	NA	NA	NA	NA
CRYBB2	1415	ENSG00000244752	-0.579978427599436	0.74762350442982	NA	-0.321774538729908
CRYBB2P1	1416	ENSG00000100058	0.232712620991483	0.0965411945214478	0.497555095576854	1.66185827478439
CRYBB3	1417	ENSG00000100053	0.0752097016564895	0.955358226693414	NA	0.0559793888891326
CRYBG3	131544	ENSG00000080200	-0.165299560621726	0.248826653438722	0.696044412789377	-1.15320402111837
CRYGA	1418	ENSG00000168582	1.20288093935691	0.766551022253284	NA	0.29688930416985
CRYGB	1419	ENSG00000182187	NA	NA	NA	NA
CRYGC	1420	ENSG00000163254	NA	NA	NA	NA
CRYGD	1421	ENSG00000118231	NA	NA	NA	NA
CRYGN	155051	ENSG00000127377	NA	NA	NA	NA
CRYGS	1427	ENSG00000213139	0.758210144771377	0.262382717629324	NA	1.12077718570209
CRYL1	51084	ENSG00000165475	0.0417096275945084	0.836768430534619	0.961562343019523	0.206028779767437
CRYM	1428	ENSG00000103316	-3.06381961127286	0.0130648162037474	NA	-2.48199758160617
CRYM-AS1	400508	NA	-1.13225431295934	0.337258455628734	NA	-0.959596252960668
CRYZ	1429	ENSG00000116791	-0.182579222379646	0.15655869455647	0.601419999549784	-1.4167408994455
CRYZL1	9946	ENSG00000205758	0.014030982078863	0.94697727082382	0.988801681584507	0.0665031237508565
CS	1431	ENSG00000062485	0.156054579296057	0.0965328425653705	0.497555095576854	1.6618999209038
CSAD	51380	ENSG00000139631	0.179839598687767	0.353993279859696	0.782610973544297	0.926871454322935
CSAG1	158511	ENSG00000198930	NA	NA	NA	NA
CSAG3	389903	ENSG00000268916	NA	NA	NA	NA
CSAG4	100130935	ENSG00000242599	NA	NA	NA	NA
CSDC2	27254	ENSG00000172346	NA	NA	NA	NA
CSDE1	7812	ENSG00000009307	-0.0119410371733732	0.889013687178776	0.974326583703015	-0.139552355194495
CSE1L	1434	ENSG00000124207	-0.163818677172992	0.322815390219819	0.763615302206123	-0.988688869510746
CSF1	1435	ENSG00000184371	0.451729049807017	0.0116037803633781	0.170456134565048	2.52397008190372
CSF1R	1436	ENSG00000182578	-1.44709763845854	0.0512134297595043	NA	-1.94968705832885
CSF2	1437	ENSG00000164400	2.97894510818648	5.14695742480153e-13	1.04657708856515e-10	7.2213616362464
CSF2RA	1438	ENSG00000198223	NA	NA	NA	NA
CSF2RB	1439	ENSG00000100368	NA	NA	NA	NA
CSF3	1440	ENSG00000108342	4.85032851353948	1.14762427743238e-22	3.8244579045434e-20	9.7980654817514
CSF3R	1441	ENSG00000119535	NA	NA	NA	NA
CSGALNACT1	55790	ENSG00000147408	1.00012618575482	0.00253873664549346	0.065640567965485	3.01868581335004
CSGALNACT2	55454	ENSG00000169826	0.183814443565153	0.206403398390564	0.658539320797063	1.26351711886105
CSH1	1442	ENSG00000136488	NA	NA	NA	NA
CSH2	1443	ENSG00000213218	NA	NA	NA	NA
CSHL1	1444	ENSG00000204414	NA	NA	NA	NA
CSK	1445	ENSG00000103653	0.171546020715761	0.205845461159548	0.657974186516026	1.26507216147352
CSMD1	64478	ENSG00000183117	NA	NA	NA	NA
CSMD2	114784	ENSG00000121904	3.06481304406457	0.202087613359246	NA	1.27562641079649
CSMD3	114788	ENSG00000164796	-0.280349238127387	0.252522000165078	0.699009329944725	-1.14424510962838
CSN1S1	1446	ENSG00000126545	NA	NA	NA	NA
CSN1S2AP	286828	ENSG00000234124	NA	NA	NA	NA
CSN1S2BP	100337616	NA	NA	NA	NA	NA
CSN2	1447	ENSG00000135222	1.02522954827478	0.800442914696325	NA	0.252773929689017
CSN3	1448	ENSG00000171209	NA	NA	NA	NA
CSNK1A1	1452	ENSG00000113712	-0.203259960928889	0.0631996246888828	0.418898285852225	-1.85778448891593
CSNK1A1L	122011	ENSG00000180138	NA	NA	NA	NA
CSNK1A1P1	161635	NA	NA	NA	NA	NA
CSNK1D	1453	ENSG00000141551	0.036799570576727	0.703084708913378	0.921948546598951	0.381159756307119
CSNK1E	1454	ENSG00000213923	0.349684261581048	0.000309481827554829	0.0130275560883343	3.60723124385069
CSNK1G1	53944	ENSG00000169118	-0.187252426327418	0.0583246450522041	0.406909710311576	-1.89324989413334
CSNK1G2	1455	ENSG00000133275	0.104307362070258	0.468161713381567	0.839667525106691	0.725473309278261
CSNK1G2-AS1	255193	ENSG00000180846	NA	NA	NA	NA
CSNK1G3	1456	ENSG00000151292	-0.0258400336187298	0.857361206752119	0.966280065034844	-0.179734246072989
CSNK2A1	1457	ENSG00000101266	-0.00721834123577327	0.942073034008484	0.988384241217803	-0.0726645813375709
CSNK2A2	1459	ENSG00000070770	0.115799336850739	0.340366245718253	0.777045451928045	0.953441850171453
CSNK2A3	283106	ENSG00000254598	0.0525273088671889	0.93535707021379	NA	0.081106734204923
CSNK2B	1460	ENSG00000204435	0.185544602851448	0.0905765679199915	0.482745715184675	1.69236412618768
CSPG4	1464	ENSG00000173546	-0.110433779191496	0.599321687852654	0.895838595602458	-0.525376210455774
CSPG4P1Y	114758	ENSG00000240450	NA	NA	NA	NA
CSPG5	10675	ENSG00000114646	-0.810417220808247	0.410248665480626	NA	-0.823456111377869
CSPP1	79848	ENSG00000104218	-0.123256660360767	0.4886563937238	0.849009522882611	-0.692447422109242
CSRNP1	64651	ENSG00000144655	0.50095703523554	0.0246119622177877	0.262461965090488	2.24743935550277
CSRNP2	81566	ENSG00000110925	0.0450760184017119	0.712693608743963	0.925025794290498	0.368240909541351
CSRNP3	80034	ENSG00000178662	-0.586323108080193	0.145845064355774	0.584013096487391	-1.45436526641834
CSRP1	1465	ENSG00000159176	0.356904270504697	0.000463398250669571	0.0179335123009124	3.50106761876676
CSRP2	1466	ENSG00000175183	-0.0918531177963745	0.529895929869651	0.869612253537696	-0.628164886942079
CSRP3	8048	ENSG00000129170	NA	NA	NA	NA
CST1	1469	ENSG00000170373	NA	NA	NA	NA
CST11	140880	ENSG00000125831	NA	NA	NA	NA
CST13P	164380	ENSG00000204663	NA	NA	NA	NA
CST2	1470	ENSG00000170369	1.78983813373736	0.657757325264172	NA	0.443011626343746
CST3	1471	ENSG00000101439	0.0462725011214951	0.661781160124296	0.912185614007328	0.437455336773258
CST4	1472	ENSG00000101441	NA	NA	NA	NA
CST5	1473	ENSG00000170367	-2.1594846436502	0.563853446205427	NA	-0.577127325679839
CST6	1474	ENSG00000175315	-0.308421209050918	0.374818741569219	0.797584764481471	-0.88748332189895
CST7	8530	ENSG00000077984	NA	NA	NA	NA
CST8	10047	ENSG00000125815	0.0492900575214545	0.989093395950142	NA	0.0136698267673147
CST9	128822	ENSG00000173335	NA	NA	NA	NA
CST9L	128821	ENSG00000101435	NA	NA	NA	NA
CSTA	1475	ENSG00000121552	0.351382016133806	0.00279819008556099	0.0703771204538265	2.98907983372418
CSTB	1476	ENSG00000160213	0.653320660722418	3.05337310617825e-08	3.62686308463569e-06	5.53834844393883
CSTF1	1477	ENSG00000101138	-0.0658003679173879	0.666847212434057	0.914203087883739	-0.430479037155577
CSTF2	1478	ENSG00000101811	0.151032509362092	0.253272746475133	0.700128326467251	1.14243621174284
CSTF2T	23283	ENSG00000177613	0.00457512363101266	0.972277182096092	0.99405257554809	0.0347523935828985
CSTF3	1479	ENSG00000176102	-0.082196729968328	0.554602862753335	0.879171583569208	-0.590876962640089
CSTL1	128817	ENSG00000125823	1.19749576039245	0.687435887054389	NA	0.402337191530045
CT45A1	541466	ENSG00000268940	NA	NA	NA	NA
CT45A2	728911	ENSG00000271449	NA	NA	NA	NA
CT45A3	441519	ENSG00000269096	NA	NA	NA	NA
CT45A5	441521	ENSG00000228836	NA	NA	NA	NA
CT45A6	541465	ENSG00000278289	NA	NA	NA	NA
CT47A1	728096	ENSG00000236371	NA	NA	NA	NA
CT47A10	728036	ENSG00000224089	NA	NA	NA	NA
CT47A11	255313	ENSG00000226929	NA	NA	NA	NA
CT47A12	100507170	ENSG00000226685	NA	NA	NA	NA
CT47A2	728090	ENSG00000242362	NA	NA	NA	NA
CT47A3	728082	ENSG00000236126	NA	NA	NA	NA
CT47A4	728075	ENSG00000230594	NA	NA	NA	NA
CT47A5	728072	ENSG00000237957	NA	NA	NA	NA
CT47A6	728062	ENSG00000226023	NA	NA	NA	NA
CT47A7	653282	ENSG00000228517	NA	NA	NA	NA
CT47A8	728049	ENSG00000230347	NA	NA	NA	NA
CT47A9	728042	ENSG00000226600	NA	NA	NA	NA
CT47B1	643311	ENSG00000236446	NA	NA	NA	NA
CT62	196993	ENSG00000225362	-0.133145995521421	0.926821657348052	NA	-0.0918444121716943
CTAG1A	246100	ENSG00000268651	NA	NA	NA	NA
CTAG1B	1485	ENSG00000184033	NA	NA	NA	NA
CTAG2	30848	ENSG00000126890	NA	NA	NA	NA
CTAGE1	64693	ENSG00000212710	NA	NA	NA	NA
CTAGE10P	220429	ENSG00000181358	NA	NA	NA	NA
CTAGE11P	647288	ENSG00000214249	3.06481304406457	0.202087613359246	NA	1.27562641079649
CTAGE4	100128553	ENSG00000225932	-0.0227596248270039	0.987384642953682	NA	-0.0158116641510546
CTAGE7P	119437	ENSG00000233122	-2.76656155677987	0.342729737970141	NA	-0.948785460847258
CTAGE9	643854	ENSG00000236761	NA	NA	NA	NA
CTBP1	1487	ENSG00000159692	0.00539257420438082	0.967597161584419	0.993007968137577	0.0406221048415331
CTBP2	1488	ENSG00000175029	0.107875233263008	0.254656772604591	0.702313445327301	1.13911120972806
CTBS	1486	ENSG00000117151	-0.257661282202399	0.343934743106604	0.778090701886756	-0.946419343498426
CTC1	80169	ENSG00000178971	0.191036056404337	0.229717158628681	0.685021154084638	1.20108776476947
CTCF	10664	ENSG00000102974	-0.100805562604196	0.395893843482606	0.807607284519779	-0.848977444051106
CTCFL	140690	ENSG00000124092	NA	NA	NA	NA
CTDNEP1	23399	ENSG00000175826	-0.0150045673428138	0.892593088689562	0.975819011223988	-0.135023759876433
CTDP1	9150	ENSG00000060069	0.0940081838723928	0.569696596499275	0.884929044190143	0.568498393116751
CTDSP1	58190	ENSG00000144579	0.119496586475623	0.345891126891853	0.778255934854383	0.942589081208794
CTDSP2	10106	ENSG00000175215	-0.0734197499026415	0.497832620562496	0.85272672028673	-0.677903910226873
CTDSPL	10217	ENSG00000144677	-0.372093417570171	0.000446857005428979	0.017405660695232	-3.51074251170312
CTDSPL2	51496	ENSG00000137770	-0.336363009502693	0.0833923015274259	0.470803501846837	-1.73133349028541
CTF1	1489	ENSG00000150281	-0.369360068935301	0.170978924113904	0.617432000912811	-1.36906510728466
CTH	1491	ENSG00000116761	-0.117705194957122	0.683313793047315	0.917175606980156	-0.407945355917041
CTHRC1	115908	ENSG00000164932	0.898043922673533	0.200914413320188	NA	1.27895071100116
